SJEU8777103: 28.233.918/3530-92<->65.419.099/1075-13
OGOJ6512107: 6921kg (58%)
XNPU8889424: 9585kg (58%)
KEOU1814647: 16173kg (58%)
QJOJ2695781: 15824kg (58%)
BYQJ8050662: 9557kg (58%)
IEWZ4215536: 15211kg (58%)
QZYJ1545366: 9216kg (58%)
TBOJ6541141: 10651kg (58%)
KFWZ6678814: 13892kg (58%)
TZPJ8641584: 15924kg (58%)
OASU7109070: 6831kg (58%)
KYNZ5340905: 16656kg (58%)
BUKU1667711: 15863kg (58%)
ZBRZ2500880: 16780kg (58%)
DNZJ8128641: 15886kg (58%)
KUOU5707015: 16953kg (58%)
XQLU0880907: 16123kg (58%)
SDEU1116122: 7497kg (58%)
ABWZ7420839: 15379kg (58%)
TRBZ7912945: 9650kg (58%)
WLBJ6114917: 14027kg (58%)
TDOJ9335825: 10638kg (58%)
JNYJ6273810: 15210kg (58%)
YZTZ0961765: 15652kg (58%)
NFAJ8387721: 10566kg (58%)
DKWJ0697249: 14619kg (58%)
AKGJ7928217: 16059kg (58%)
GTKJ0097030: 14017kg (57%)
AXEU5917909: 16496kg (57%)
QHPJ2971059: 9577kg (57%)
KQGJ1661004: 6694kg (57%)
GEWU7855110: 16071kg (57%)
NYSZ3583365: 14042kg (57%)
GHMJ1412103: 17128kg (57%)
KTBU4822593: 16308kg (57%)
OTJZ0738284: 14505kg (57%)
FFBU3646005: 10766kg (57%)
EZIU7608958: 13512kg (57%)
SOYJ0358061: 13744kg (57%)
NRFU0244494: 13766kg (57%)
QHAZ0886965: 16422kg (57%)
GPGJ0419038: 16638kg (57%)
WAKJ2025829: 14159kg (57%)
GNZJ7110258: 7478kg (57%)
WNDJ3868655: 15591kg (57%)
EAGJ8636239: 13199kg (57%)
MPLU7002514: 15375kg (57%)
FKGU9754122: 9335kg (57%)
FLCJ8083764: 9842kg (57%)
PLJZ4549021: 15455kg (57%)
GRDZ5052560: 8870kg (57%)
NYCZ6559719: 13817kg (57%)
VDIZ7598937: 13334kg (57%)
RQLZ3673179: 7494kg (57%)
EERZ7932671: 16533kg (57%)
WEBU3186859: 8476kg (57%)
LJQU8227939: 17091kg (57%)
TITU8890745: 14171kg (57%)
AZBJ2792910: 9460kg (57%)
BQOJ3579251: 13380kg (57%)
DKDU8028642: 15766kg (57%)
LWYJ4494480: 6870kg (57%)
QCEU3875148: 15983kg (57%)
WTQU9009776: 13995kg (57%)
JWLJ4616648: 13632kg (57%)
CWKU5012665: 13395kg (57%)
PBEU9376790: 16308kg (57%)
KXHU5563121: 16418kg (57%)
LSBJ6841388: 16077kg (57%)
OMIU2234104: 16872kg (57%)
TVQJ5945868: 10807kg (57%)
KYDJ3640273: 16269kg (57%)
KQWU0048551: 10526kg (57%)
WDSZ6099994: 14088kg (57%)
LDSU8661827: 6892kg (57%)
LKYU9379588: 13693kg (57%)
DARJ1279115: 12987kg (56%)
WYGZ8728778: 16463kg (56%)
SOXU1140954: 7221kg (56%)
YQUJ5820510: 16684kg (56%)
AQZU3272394: 14104kg (56%)
FARJ9014277: 12882kg (56%)
RGXJ8049340: 16732kg (56%)
RFKU3775013: 14884kg (56%)
CKEJ6408588: 14336kg (56%)
PROJ6344788: 13636kg (56%)
GCPJ3169233: 15624kg (56%)
RRCU8734933: 13881kg (56%)
ENLU0449041: 9678kg (56%)
UHHZ5766169: 13975kg (56%)
UWYJ0787344: 9887kg (56%)
XOPJ9515923: 7699kg (56%)
AKOU0150468: 14455kg (56%)
QXAU8995618: 14721kg (56%)
YAWU8889877: 14363kg (56%)
YCGU9192542: 14633kg (56%)
UPMU4538422: 9654kg (56%)
WZNU4153398: 16265kg (56%)
FOIU3326736: 7341kg (56%)
ULUU9768479: 13251kg (56%)
YMCU8786944: 9902kg (56%)
HECZ5667540: 8482kg (56%)
HBBJ3977452: 6612kg (56%)
UVWZ5133541: 16503kg (56%)
YHOU9943462: 16672kg (56%)
ERKZ9380499: 15436kg (56%)
OFCU9096803: 9656kg (56%)
IABJ0453265: 16540kg (56%)
SGCU6717500: 9273kg (56%)
VOOZ5559942: 13345kg (56%)
OTZZ7206595: 14963kg (56%)
VASJ4876810: 13110kg (56%)
MWIU8480545: 7187kg (56%)
VIRZ9431784: 8629kg (56%)
XVVU6060392: 13857kg (56%)
MMKU1661591: 7073kg (56%)
DQMZ7317088: 7826kg (56%)
GPQJ6271681: 15453kg (56%)
IMOU3852729: 6243kg (56%)
DNKU2454873: 16646kg (56%)
BVYZ0377759: 10578kg (56%)
OMDJ8496012: 9482kg (56%)
GLOJ5337238: 15866kg (56%)
ZCDU5088948: 12947kg (56%)
QEAJ9638598: 13766kg (56%)
VMQZ2544659: 14325kg (56%)
OWEU6145940: 9859kg (56%)
KOMU4244975: 8938kg (56%)
HNJZ0000206: 15749kg (56%)
NXAU0910120: 8854kg (56%)
KGOJ8894724: 8575kg (56%)
AAJU3122341: 10619kg (56%)
IWUJ5563697: 14893kg (56%)
LKIJ7958528: 16267kg (56%)
NVKU6212017: 15807kg (56%)
LCDJ5984396: 14983kg (56%)
QSLU0270475: 15290kg (56%)
DDMU5322823: 13956kg (56%)
ODEJ7219646: 6033kg (56%)
FEXU4655328: 15468kg (55%)
VWMZ6734867: 16151kg (55%)
ZJXU1622973: 15543kg (55%)
NBLU9976886: 14205kg (55%)
KNFU6386911: 15589kg (55%)
KEQU1940267: 10380kg (55%)
GZLZ7883158: 15151kg (55%)
RTGJ3346572: 7323kg (55%)
YLMU8637381: 10071kg (55%)
PLMU5682807: 16475kg (55%)
WXEZ2852287: 13249kg (55%)
KQMZ0065146: 16340kg (55%)
AIHU7040634: 9037kg (55%)
RPLJ1732813: 15877kg (55%)
UFDU0322157: 12762kg (55%)
KZEZ9025266: 14866kg (55%)
WMCJ1132423: 6402kg (55%)
KMNJ2821891: 14133kg (55%)
WNUZ6030187: 13559kg (55%)
SOIJ8344498: 5878kg (55%)
XNZU5736041: 14554kg (55%)
ARBU1485507: 6265kg (55%)
JAZZ0524616: 12409kg (55%)
CKSZ7852198: 9956kg (55%)
WYXZ2523308: 7668kg (55%)
VMZZ0565421: 15189kg (55%)
HLCJ0658086: 13924kg (55%)
RUWZ4915802: 14476kg (55%)
RYVU2389564: 13495kg (55%)
TJCZ3550309: 15138kg (55%)
ALYZ6911011: 13398kg (55%)
QCDU0098938: 12705kg (55%)
DKMJ4478267: 7852kg (55%)
NPZJ3759133: 14854kg (55%)
FGGJ1970424: 8300kg (55%)
FLQZ4302379: 5781kg (55%)
ESVJ5304336: 13842kg (55%)
DQIJ1695128: 15889kg (55%)
FHUZ7932485: 14705kg (55%)
ZNEU6443929: 14548kg (55%)
BSXU6151208: 12516kg (55%)
EOBU8791275: 10522kg (55%)
MLIJ2673651: 15660kg (55%)
SPLJ4700759: 15313kg (55%)
NIPZ1123584: 6223kg (55%)
INDZ9579805: 8728kg (55%)
OWTZ4552677: 10643kg (55%)
ZLKJ3251707: 12970kg (55%)
XAZZ4424986: 14948kg (55%)
DORZ4682779: 12684kg (55%)
IMPU7736459: 6465kg (55%)
XPKZ8309996: 15616kg (55%)
EBJZ2291862: 12264kg (55%)
XYFZ0108536: 14068kg (55%)
QHKU2764713: 9213kg (55%)
NOOU0522491: 16106kg (55%)
GQPU9503478: 9363kg (55%)
CPUJ8975036: 16073kg (55%)
LKSJ3164585: 13011kg (55%)
NMLZ9224317: 8583kg (55%)
LMQU2615494: 13859kg (55%)
IRMU6981324: 9229kg (55%)
RMWZ7545098: 16269kg (55%)
CCDJ3264083: 13667kg (55%)
TSWU1108197: 13308kg (54%)
LJWJ3793261: 10474kg (54%)
MSEZ8095796: 15431kg (54%)
ZZMJ2001250: 13395kg (54%)
ZQEZ3232927: 11781kg (54%)
RJUU6556761: 14033kg (54%)
DQNU2716252: 9659kg (54%)
PNHJ5941664: 12373kg (54%)
GMZU3035439: 7959kg (54%)
ORYJ8290853: 5915kg (54%)
CFHU1036235: 14203kg (54%)
DFUU1461387: 11775kg (54%)
XOPZ4297298: 14535kg (54%)
ZZLZ1624125: 8945kg (54%)
UPPZ4489860: 15148kg (54%)
MUOU1547054: 7096kg (54%)
HJSZ7573664: 16169kg (54%)
TTMJ8573745: 5958kg (54%)
TBNU8340723: 5484kg (54%)
AWNZ2077704: 8020kg (54%)
ASIZ0165662: 14459kg (54%)
AIZZ0349714: 12457kg (54%)
GNCJ2606185: 13567kg (54%)
KUZJ5790644: 13847kg (54%)
FQWJ0321749: 6338kg (54%)
QCDZ4154950: 7811kg (54%)
LYGZ2141255: 10261kg (54%)
JQNU7170460: 14475kg (54%)
VCNU3167574: 9924kg (54%)
AFBU8881524: 12440kg (54%)
YQZU1281716: 14743kg (54%)
PUBU2275939: 8657kg (54%)
WLMZ3461161: 11926kg (54%)
FLOU5844917: 16290kg (54%)
MAVZ3992413: 15611kg (54%)
OTAJ6384920: 14870kg (54%)
SDCZ9126260: 6327kg (54%)
FWDJ4842139: 12366kg (54%)
LAYJ5419379: 15111kg (54%)
LMSJ5671285: 8946kg (54%)
KVOJ1260515: 15154kg (54%)
ABVZ5851721: 5575kg (54%)
QYNZ2668886: 15194kg (54%)
FLZZ9915171: 15930kg (54%)
NVIJ4613832: 12850kg (54%)
FFRZ9531120: 8979kg (54%)
GKEZ9018839: 12259kg (54%)
PVSZ9905848: 8989kg (54%)
IGGZ8243334: 14438kg (54%)
BLJJ9413611: 15951kg (54%)
FGMU5296857: 15673kg (54%)
XNAU7704068: 5369kg (54%)
VIIZ6564972: 12965kg (54%)
KUNU5436348: 13173kg (54%)
TXDZ4647183: 15848kg (54%)
XDOZ5310485: 5999kg (54%)
PJKZ8889114: 13935kg (54%)
QRSJ9834099: 15224kg (54%)
BVVJ0249309: 9914kg (54%)
ROWJ9635684: 11859kg (54%)
TJPU8014336: 14898kg (54%)
UNSU5763106: 14070kg (54%)
AITZ8844790: 14958kg (54%)
SLGU7915044: 15434kg (54%)
DZJU0311836: 6246kg (54%)
CQKU0741683: 15601kg (54%)
PPHZ6272357: 12496kg (54%)
FTKJ7636942: 9285kg (54%)
DPGU0412640: 12913kg (54%)
RNRZ6869406: 13299kg (54%)
GYLU7034957: 13279kg (54%)
FZYJ8858567: 15997kg (54%)
NSWU3802624: 5586kg (54%)
ACNZ2748124: 7094kg (54%)
GXAZ8332046: 15854kg (54%)
RVHJ8596270: 12155kg (54%)
BHKJ5578071: 15756kg (54%)
CHHZ0758906: 10392kg (54%)
ENXU9411931: 14991kg (54%)
NIYJ5847470: 14130kg (54%)
VEFZ9720812: 14659kg (54%)
KHGZ5071901: 14576kg (54%)
ZZVJ5059416: 13117kg (54%)
ZFMU3966096: 12200kg (54%)
PRJJ2681644: 10042kg (54%)
JFNJ6761162: 14127kg (53%)
HXKU8499630: 13635kg (53%)
ZAOJ0971975: 14324kg (53%)
AVDZ4821853: 6810kg (53%)
QTVJ8749869: 12611kg (53%)
TUQZ3321754: 8366kg (53%)
DISJ9677915: 15571kg (53%)
LQFU1173940: 8207kg (53%)
XIMZ3288336: 14276kg (53%)
ZHSU7700813: 15176kg (53%)
XDAZ4883520: 14080kg (53%)
RMMJ0250435: 15630kg (53%)
WACJ9341263: 11480kg (53%)
KLYZ1339515: 15858kg (53%)
YFMZ4676086: 13664kg (53%)
VQGZ3921292: 12543kg (53%)
QHUJ6928046: 15711kg (53%)
JBLU2644861: 12160kg (53%)
VBOU5030793: 7190kg (53%)
XFYJ4954595: 5920kg (53%)
NLXU4750805: 12336kg (53%)
CYYJ9791193: 11968kg (53%)
SBEZ2807107: 15194kg (53%)
PDPU3621530: 8327kg (53%)
VIIU8733540: 6511kg (53%)
DOBZ0846127: 9502kg (53%)
ZAJJ5555179: 7354kg (53%)
TMFU4510282: 9692kg (53%)
CEDU0404731: 15189kg (53%)
INMZ9540991: 14936kg (53%)
VQFZ7109942: 14976kg (53%)
VXAU2939266: 12098kg (53%)
YLOU7555282: 9282kg (53%)
COQU5116042: 10067kg (53%)
AHJJ0067469: 7698kg (53%)
TOXZ4820195: 6314kg (53%)
EZFZ9619317: 10300kg (53%)
TTUU5683832: 10075kg (53%)
PJDJ1976469: 5925kg (53%)
ZOWZ2462950: 8553kg (53%)
LWSJ2566774: 11545kg (53%)
TEMU3611030: 8031kg (53%)
LQNU6277806: 11753kg (53%)
TPPJ8855821: 7459kg (53%)
PMDJ7301054: 13963kg (53%)
BQGU3425710: 11428kg (53%)
CMTU6441522: 6346kg (53%)
WCGJ9233847: 15103kg (53%)
PXFU2149526: 14538kg (53%)
TQWZ4186614: 15416kg (53%)
RVQU5741716: 8121kg (53%)
MEQZ6826854: 11719kg (53%)
ZYRZ6704327: 6944kg (53%)
OMDZ9385108: 12505kg (53%)
STCU2696900: 12379kg (53%)
URVJ6306829: 15648kg (53%)
XGUZ0173184: 11811kg (53%)
WFHZ8772783: 8726kg (53%)
PBRZ5131695: 15522kg (53%)
JCEU6982952: 15169kg (53%)
FHEJ5646479: 14394kg (53%)
QTRJ1163507: 12661kg (53%)
GPPU2784179: 9713kg (53%)
CPLU8441750: 12987kg (53%)
HKRU3994725: 12118kg (53%)
QWXZ1515612: 15761kg (53%)
PNSU8853578: 8613kg (53%)
CKIJ6061636: 12608kg (53%)
NVDZ4841527: 9268kg (53%)
WHUJ4398245: 14613kg (53%)
MJIJ9827872: 14414kg (53%)
CANZ9952776: 12731kg (53%)
XICJ7309341: 14905kg (53%)
NMAJ7864734: 15688kg (53%)
TFYZ5434671: 12346kg (53%)
LXNU1912856: 14306kg (53%)
ZFKU7401409: 15119kg (53%)
DLAJ4984171: 14091kg (53%)
VTIU5520417: 15160kg (53%)
NCGJ5074995: 14921kg (53%)
AUXZ2773346: 8897kg (53%)
LCNZ7555894: 6716kg (53%)
CJIJ5568406: 5755kg (53%)
FFZU0736609: 13122kg (52%)
VXLJ0981023: 7522kg (52%)
LCMJ9390242: 12009kg (52%)
OONU4056496: 8844kg (52%)
DFLU0157925: 12435kg (52%)
KCEJ2236396: 8445kg (52%)
ZONZ8082673: 14156kg (52%)
SNOZ6953956: 14530kg (52%)
COVU5028719: 6701kg (52%)
JUVZ4539300: 13163kg (52%)
BKMJ7998859: 12792kg (52%)
WBOU6423176: 10978kg (52%)
AYOU9568206: 8819kg (52%)
OGQZ1134975: 11043kg (52%)
BGYJ8960696: 12824kg (52%)
HKWU3051987: 14947kg (52%)
IHLJ6494500: 15457kg (52%)
WILJ2431034: 10230kg (52%)
PNIJ5932921: 8886kg (52%)
IQUZ2998050: 12193kg (52%)
VTBZ1530025: 9981kg (52%)
JYRZ8607029: 15399kg (52%)
IQUJ7613378: 12674kg (52%)
QTPJ6641821: 12901kg (52%)
WQGZ1300013: 8076kg (52%)
DSMZ3738293: 14201kg (52%)
RRPZ1228833: 12949kg (52%)
DFFU9361824: 11110kg (52%)
AMXZ1884953: 12400kg (52%)
ZKSU1994360: 5421kg (52%)
JQWZ1704106: 13430kg (52%)
WBKZ3321023: 6666kg (52%)
KORJ0422784: 11512kg (52%)
TLGU9666685: 10242kg (52%)
LPRZ7732156: 14065kg (52%)
JNOJ6135838: 15311kg (52%)
YPRJ5073472: 11602kg (52%)
YSOJ4661149: 9948kg (52%)
IUIZ0132277: 9999kg (52%)
FQMU1306518: 11580kg (52%)
QPKZ0388189: 9811kg (52%)
ENWZ8599129: 14051kg (52%)
QJAU1492565: 9194kg (52%)
WOMU6454517: 14608kg (52%)
GCEJ5477594: 8420kg (52%)
AKTU8055353: 13433kg (52%)
MRNZ7545788: 14893kg (52%)
XFAU0482693: 13222kg (52%)
YOLJ6801766: 8642kg (52%)
FNSJ3081293: 14702kg (52%)
AHNU7349946: 14580kg (52%)
FMMZ9890729: 14612kg (52%)
LNRJ6050808: 6712kg (52%)
ABDJ8889232: 14467kg (52%)
ZRBJ9368804: 14374kg (52%)
GWUU7423766: 12078kg (52%)
JQIZ0031900: 15054kg (52%)
UGXU6091910: 9005kg (52%)
EEQJ7817565: 15235kg (52%)
ZTIU1188069: 8939kg (52%)
IXWU9809671: 6219kg (52%)
HVPZ3002867: 10092kg (51%)
LCXZ5506396: 8616kg (51%)
YYJU2738227: 11579kg (51%)
HPAZ1159402: 13959kg (51%)
ULKJ6996274: 5691kg (51%)
SAVU1458701: 14356kg (51%)
NOSJ6079098: 9564kg (51%)
ZXYZ2173066: 8258kg (51%)
GPTU4622599: 5325kg (51%)
GQXZ4146121: 5268kg (51%)
XHIZ7040191: 14451kg (51%)
DCQJ9060878: 12783kg (51%)
OYGJ3529111: 9147kg (51%)
HXNU6722559: 11078kg (51%)
EMBU4864763: 8397kg (51%)
EGKU3765106: 10950kg (51%)
WIIU8029326: 7338kg (51%)
DTWU2700906: 5535kg (51%)
RJEZ7648708: 6532kg (51%)
AGEZ7244145: 15225kg (51%)
FYEJ3024434: 7862kg (51%)
TJYU3827759: 12034kg (51%)
FOLJ9899730: 12171kg (51%)
IWBZ0957419: 13823kg (51%)
OYMJ7668810: 9995kg (51%)
EEJJ4928376: 8140kg (51%)
TSJJ7091689: 11610kg (51%)
KFFJ0075710: 8576kg (51%)
HCQJ6559962: 14777kg (51%)
GASU1625178: 5631kg (51%)
QTUJ2247272: 14235kg (51%)
IDMJ4819262: 11689kg (51%)
UQWU2577145: 14509kg (51%)
EUUU0181354: 14904kg (51%)
HAGU1166575: 11412kg (51%)
WLNU5801473: 13115kg (51%)
STXJ1732782: 13136kg (51%)
UATU2679951: 11984kg (51%)
DMDZ6822663: 7333kg (51%)
SJLJ4571903: 13979kg (51%)
FDBZ4490757: 12293kg (51%)
AOAZ3441412: 14078kg (51%)
NMZJ0820530: 6153kg (51%)
ZHJZ7595690: 12532kg (51%)
GORZ4608728: 11246kg (51%)
ILTU2390665: 7118kg (51%)
WKZZ9176505: 14068kg (51%)
EDNZ5052050: 14467kg (51%)
JITZ1115598: 15089kg (51%)
KUZU6870191: 9340kg (51%)
HQKJ5546711: 11001kg (51%)
XLOU4384707: 6320kg (51%)
NUYU0696090: 7229kg (51%)
SPQJ5181899: 14298kg (51%)
RVPZ7544011: 9859kg (51%)
SGFJ2950657: 7888kg (51%)
WSTU5743346: 5715kg (51%)
VVJJ3467644: 12959kg (51%)
KKUZ6800478: 8924kg (51%)
IBCJ4731145: 11365kg (51%)
JZZU8231300: 10475kg (51%)
HOCJ3158586: 13362kg (51%)
AZCJ3146421: 9373kg (51%)
KVRU1830018: 12646kg (51%)
PWEU8490963: 12022kg (51%)
LUGU8589547: 10507kg (51%)
VNGU8765973: 11093kg (51%)
XGJJ8324507: 5987kg (50%)
ULIU1602344: 10535kg (50%)
DDPZ7256341: 8773kg (50%)
FBZZ4131075: 13698kg (50%)
IPSJ3214160: 12086kg (50%)
QCBU5572793: 13066kg (50%)
KPMJ8394301: 7351kg (50%)
SXDU1084318: 10776kg (50%)
CXUU3239620: 6309kg (50%)
ZFQJ8929147: 13087kg (50%)
OZWU0298062: 11691kg (50%)
GQBU3032332: 8781kg (50%)
GQRZ1052954: 6395kg (50%)
VAHU0235852: 6066kg (50%)
VWDJ8402258: 10793kg (50%)
HYEZ3456249: 12592kg (50%)
REPJ7946545: 11442kg (50%)
ETRU7763149: 11717kg (50%)
GLRU9524723: 14717kg (50%)
IMMZ2370067: 13147kg (50%)
CJOZ2544714: 9772kg (50%)
OEKJ5547657: 13343kg (50%)
GQDZ1554723: 15072kg (50%)
LGGJ4128660: 9420kg (50%)
ZCNZ7913302: 13515kg (50%)
KRYU1442280: 12562kg (50%)
VRJZ7728816: 13361kg (50%)
CPGU6367903: 14051kg (50%)
OZTJ1563902: 9466kg (50%)
VRRJ5402838: 9056kg (50%)
UEIZ0719198: 10959kg (50%)
MSEJ6395372: 12761kg (50%)
HENJ0081071: 13230kg (50%)
BBVJ1520063: 14236kg (50%)
KZTZ5597741: 9671kg (50%)
GJDU2420815: 13770kg (50%)
JBIU2923386: 9709kg (50%)
XRXJ4353730: 13198kg (50%)
DKBZ5052121: 5642kg (50%)
MSMJ5508863: 9330kg (50%)
MDTJ9196652: 14862kg (50%)
KDUU7161259: 11309kg (50%)
LARZ2167698: 13380kg (50%)
UNNZ8362950: 12599kg (50%)
WJDU2388017: 12071kg (50%)
CAXJ4361899: 12038kg (50%)
BRBU1372577: 14889kg (50%)
STWZ0846596: 8853kg (50%)
TYBU2813977: 10866kg (50%)
UDJU2590127: 10028kg (50%)
ILIZ0074834: 11639kg (50%)
XDSU1054563: 5833kg (50%)
OTTJ6039440: 11297kg (50%)
CTPU6364700: 10031kg (50%)
QXBU1297502: 10363kg (50%)
DAAJ7005709: 11201kg (50%)
AIZU0501672: 10284kg (50%)
WVMZ2512734: 5899kg (50%)
CNJU7369749: 15005kg (50%)
SATZ8076608: 6733kg (50%)
WOJZ2267319: 6582kg (50%)
CVEU9410686: 15081kg (50%)
IEDJ4889950: 14667kg (50%)
YENU6717972: 10102kg (50%)
GHVU8346883: 14595kg (50%)
PGTZ4257995: 6092kg (50%)
GQSZ0623459: 5849kg (50%)
NLAJ0788935: 14909kg (50%)
IQMJ8357660: 9417kg (50%)
YPNU2532439: 9944kg (50%)
BCPJ0497534: 10033kg (50%)
PQIZ5917253: 5102kg (50%)
DDHZ5072589: 10266kg (50%)
JQJZ0960388: 11536kg (50%)
UUQZ2038454: 14310kg (50%)
WUHZ7114653: 9279kg (50%)
OWQU1940173: 12826kg (50%)
TACU8321441: 12921kg (50%)
UURZ7985170: 14972kg (50%)
TKTU1005710: 12735kg (50%)
CCXU7048329: 7142kg (50%)
VWMU6379352: 11149kg (50%)
BQKZ9453865: 5595kg (50%)
MELU3505317: 11440kg (50%)
IKXZ2600067: 5720kg (50%)
JAOJ7633120: 11718kg (50%)
IZJU0040558: 8853kg (50%)
ZGBJ0019712: 8676kg (50%)
KVWJ4952610: 13417kg (50%)
DYSJ7780527: 12703kg (49%)
UDTJ2963935: 5781kg (49%)
BDYZ1392846: 11967kg (49%)
FPTJ0150985: 14165kg (49%)
IGPJ7619128: 8891kg (49%)
YLJZ6601680: 7192kg (49%)
GHSU8845709: 8186kg (49%)
OAJU4541593: 14539kg (49%)
QOMJ6160918: 13644kg (49%)
ZPSZ9841705: 13894kg (49%)
FSLZ7028656: 12288kg (49%)
VWKJ7031294: 8311kg (49%)
AFZJ0672474: 10889kg (49%)
HHIU2480878: 12680kg (49%)
CLHZ8918463: 7930kg (49%)
EQEU6311077: 5726kg (49%)
GXEZ4415295: 14553kg (49%)
HABZ4214619: 12755kg (49%)
KPLJ8210497: 5201kg (49%)
PIZJ6800438: 13331kg (49%)
QAWJ5755267: 10003kg (49%)
PUVZ6995551: 8522kg (49%)
GJTU2030717: 12653kg (49%)
TZRU7852819: 12647kg (49%)
JANU8811538: 12330kg (49%)
VYBJ8820852: 7666kg (49%)
NAMZ3901536: 12793kg (49%)
AFWZ7555948: 11615kg (49%)
JMNJ9484596: 12799kg (49%)
QPHU9714069: 6168kg (49%)
LPPJ4798766: 11865kg (49%)
LVYU1902487: 9941kg (49%)
UQBU4887821: 7265kg (49%)
LWMU2710488: 14228kg (49%)
SLKU0064223: 7826kg (49%)
XAWU2619330: 13715kg (49%)
JUGJ7755631: 13668kg (49%)
YYJZ3287138: 13476kg (49%)
NCTJ7853860: 10272kg (49%)
ZEMU2758027: 9281kg (49%)
GNEZ4724545: 7750kg (49%)
AYEJ8974236: 9880kg (49%)
AKLU4305872: 12391kg (49%)
VKRU8560787: 7720kg (49%)
OTTJ1583312: 13875kg (49%)
FUNU6113409: 5468kg (49%)
FVVU6080748: 13887kg (49%)
UURJ6298614: 11963kg (49%)
JJMZ3064868: 13361kg (49%)
RKUZ7882766: 13394kg (49%)
WNAJ7490641: 11412kg (49%)
LNQJ1960903: 10141kg (49%)
JEJZ9504447: 9997kg (49%)
UOMJ6892427: 12402kg (49%)
QVHU0275199: 9582kg (49%)
XAMZ9611410: 13081kg (49%)
DEVZ6044167: 12830kg (49%)
ZZGZ2649960: 13314kg (49%)
RPIJ6270386: 9163kg (49%)
IQMZ2407881: 11595kg (49%)
IWUZ2897620: 9100kg (49%)
CLFJ8560080: 14475kg (49%)
FLQU8610158: 11272kg (49%)
VLWZ3460354: 13099kg (49%)
YOEU2595981: 9880kg (49%)
XUCU2122310: 7918kg (49%)
PHRJ3297255: 13373kg (49%)
CZTJ8920200: 7770kg (49%)
NTBU3305155: 6777kg (49%)
JXJJ8054810: 5298kg (49%)
LAJZ0697167: 14677kg (49%)
THFZ5229726: 10198kg (49%)
ILYJ9062757: 5915kg (49%)
ZCSJ1423091: 7679kg (49%)
GAUU0037735: 7617kg (49%)
DBEZ8819253: 12593kg (49%)
BHSU7402608: 13050kg (49%)
QYKJ9302800: 10138kg (49%)
XLWU5759117: 9739kg (49%)
FDCJ0989209: 14110kg (49%)
EZWZ6557981: 13836kg (49%)
BHVZ9914121: 12375kg (49%)
HJBU9529390: 10245kg (49%)
XTQU8891201: 10755kg (49%)
KTAU5264942: 8794kg (49%)
RJPJ7860334: 5660kg (49%)
FTNZ8996048: 12055kg (49%)
RAXJ4256751: 7215kg (49%)
RRSJ7167114: 8230kg (49%)
RKXU7950144: 14652kg (49%)
JUYU7082538: 12340kg (49%)
ZQFU0090734: 13876kg (49%)
NFMJ1292891: 10977kg (49%)
XHKZ5598437: 10174kg (49%)
RDPU1855655: 8223kg (49%)
ABBU7391057: 9900kg (48%)
ZQCU2443227: 13494kg (48%)
QFOZ7214598: 9697kg (48%)
RDGU4366224: 13964kg (48%)
SCXZ3008731: 7437kg (48%)
HORJ5889922: 10141kg (48%)
PHYZ2942644: 5884kg (48%)
CYYU8484435: 6305kg (48%)
WLEU6742520: 6682kg (48%)
GTCJ4284625: 9950kg (48%)
CILZ7573560: 9473kg (48%)
ZMYJ1008711: 7787kg (48%)
ODJU5982553: 10697kg (48%)
VGAZ3368712: 10544kg (48%)
DWOZ7628465: 6243kg (48%)
XSQZ8845444: 5784kg (48%)
FCMJ6325662: 11821kg (48%)
EQJZ0103455: 12718kg (48%)
UGYZ1796915: 10368kg (48%)
VAJU4503784: 8877kg (48%)
KVHZ3488356: 9691kg (48%)
JMYU5870577: 12768kg (48%)
QWDJ0969628: 14114kg (48%)
FSFU1925626: 12562kg (48%)
YNAJ6304211: 9348kg (48%)
AKEU0203538: 7452kg (48%)
WPLZ2651235: 8798kg (48%)
AXRZ9933779: 12044kg (48%)
SBWU7760568: 8693kg (48%)
CILJ3937322: 13739kg (48%)
ETIZ8971803: 9398kg (48%)
VRGU5421702: 7457kg (48%)
MFFU2695781: 11808kg (48%)
BPLU9641082: 6325kg (48%)
NKVJ3691952: 13355kg (48%)
KCTJ9553349: 6839kg (48%)
NRSZ1055610: 13401kg (48%)
YLWU6869736: 10565kg (48%)
LLMJ0271864: 8807kg (48%)
URTU4672353: 8659kg (48%)
OOMJ8774975: 12279kg (48%)
RVMU3682992: 14244kg (48%)
NFXU4989409: 9087kg (48%)
GQTZ7742092: 12220kg (48%)
ZDIU8037363: 10299kg (48%)
QPJZ2723678: 14384kg (48%)
YFAZ1461198: 13334kg (48%)
JOAJ3748524: 10929kg (48%)
UQEJ7975336: 10037kg (48%)
DOWU6732604: 10008kg (48%)
UZUU9280493: 9836kg (48%)
MTAJ0032136: 14467kg (48%)
PGTU2946972: 10266kg (48%)
INIZ3156064: 13719kg (48%)
IEEZ1056308: 5032kg (48%)
SAOJ6290058: 12949kg (48%)
RMRU5079799: 13934kg (48%)
NPZZ2169057: 6324kg (48%)
EBXJ0770342: 9701kg (48%)
VVIZ5528556: 12927kg (48%)
WWRZ8882988: 12587kg (48%)
ZKCZ1978543: 9990kg (48%)
RFHJ2433985: 11425kg (48%)
FEZJ0625761: 9541kg (48%)
PACU8400561: 4979kg (48%)
BCHU8283917: 11880kg (48%)
NPBJ1250336: 6297kg (48%)
